CCAA;AÑO;SECTOR ;SEXO;Tasa de paro;%_inactivos;TASA_DE_ACTIVIDAD;%_ocup;%act_educ
            03 Asturias, Principado de;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;5.65;3.0;86.81;10.1;1.7
            04 Balears, Illes;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;..;1.5;0.00;8.0;0.8
            05 Canarias;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;4.3;65.92;7.2;1.0
            06 Cantabria;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;33.87;5.5;100.00;8.8;0.5
            07 Castilla y León;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;3.80;5.1;83.95;10.4;1.0
            08 Castilla - La Mancha;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;25.03;2.8;73.22;8.2;0.8
            09 Cataluña;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;2.9;97.04;7.2;1.4
            10 Comunitat Valenciana;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;18.41;3.6;94.77;8.6;0.8
            11 Extremadura;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;3.1;81.49;10.2;1.4
            12 Galicia;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;15.83;3.7;81.95;8.8;1.5
            13 Madrid, Comunidad de;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;4.0;64.80;6.3;0.5
            14 Murcia, Región de;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;6.2;92.41;14.1;1.3
            15 Navarra, Comunidad Foral de;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;4.2;91.61;9.8;2.1
            16 País Vasco;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;2.5;30.15;8.9;0.3
            17 Rioja, La;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;0.00;4.2;100.00;7.1;3.1
            18 Ceuta;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;..;3.9;..;10.5;..
            19 Melilla;2022;Agricultura, ganadería, pesca, silvicultura y veterinaria;Mujeres;..;7.7;..;12.0;..
            01 Andalucía;2022;Salud y servicios sociales;Mujeres;11.80;3.1;79.95;8.1;19.9
            02 Aragón;2022;Salud y servicios sociales;Mujeres;4.45;2.9;80.20;8.5;18.6
            03 Asturias, Principado de;2022;Salud y servicios sociales;Mujeres;8.05;3.9;72.77;7.9;18.7
            04 Balears, Illes;2022;Salud y servicios sociales;Mujeres;5.71;2.8;78.72;7.3;12.6
            05 Canarias;2022;Salud y servicios sociales;Mujeres;11.40;3.3;72.31;9.5;16.0
            06 Cantabria;2022;Salud y servicios sociales;Mujeres;3.48;3.0;70.05;7.5;19.3
            07 Castilla y León;2022;Salud y servicios sociales;Mujeres;6.66;3.9;79.41;9.7;17.7
            08 Castilla - La Mancha;2022;Salud y servicios sociales;Mujeres;9.12;3.0;81.70;8.9;19.8
            09 Cataluña;2022;Salud y servicios sociales;Mujeres;5.42;2.7;76.13;7.0;14.9
            10 Comunitat Valenciana;2022;Salud y servicios sociales;Mujeres;8.65;3.5;77.21;7.4;19.5
            11 Extremadura;2022;Salud y servicios sociales;Mujeres;8.69;3.1;71.95;10.3;17.2
            12 Galicia;2022;Salud y servicios sociales;Mujeres;7.41;3.1;75.34;9.8;19.0
            13 Madrid, Comunidad de;2022;Salud y servicios sociales;Mujeres;5.17;3.8;79.97;8.0;14.5
            14 Murcia, Región de;2022;Salud y servicios sociales;Mujeres;5.04;4.0;71.07;8.8;19.5
            15 Navarra, Comunidad Foral de;2022;Salud y servicios sociales;Mujeres;4.23;4.6;77.54;10.1;16.4
            16 País Vasco;2022;Salud y servicios sociales;Mujeres;5.40;2.6;76.40;8.3;17.1
            17 Rioja, La;2022;Salud y servicios sociales;Mujeres;8.94;4.7;76.57;9.7;15.7
            18 Ceuta;2022;Salud y servicios sociales;Mujeres;3.97;4.4;60.93;13.9;16.5
            19 Melilla;2022;Salud y servicios sociales;Mujeres;19.89;1.3;61.36;12.4;16.3
            01 Andalucía;2022;Servicios;Mujeres;19.07;3.0;78.05;8.1;7.1
            02 Aragón;2022;Servicios;Mujeres;30.67;3.5;75.99;9.5;7.5
            03 Asturias, Principado de;2022;Servicios;Mujeres;6.57;3.6;79.73;10.3;5.6
            04 Balears, Illes;2022;Servicios;Mujeres;10.92;4.2;93.06;7.4;6.7
            05 Canarias;2022;Servicios;Mujeres;28.30;3.7;81.51;6.1;11.3
            06 Cantabria;2022;Servicios;Mujeres;15.95;3.5;72.59;9.1;9.9
            07 Castilla y León;2022;Servicios;Mujeres;16.73;4.4;84.00;9.5;5.7
            08 Castilla - La Mancha;2022;Servicios;Mujeres;17.92;3.7;80.80;8.1;6.2
            09 Cataluña;2022;Servicios;Mujeres;7.62;3.1;81.03;7.5;6.6
            10 Comunitat Valenciana;2022;Servicios;Mujeres;14.46;3.6;78.41;8.0;6.3
            11 Extremadura;2022;Servicios;Mujeres;32.66;3.1;94.40;11.0;6.8
            12 Galicia;2022;Servicios;Mujeres;11.38;3.1;83.86;6.7;7.3
            13 Madrid, Comunidad de;2022;Servicios;Mujeres;31.45;3.2;83.06;8.4;4.7
            14 Murcia, Región de;2022;Servicios;Mujeres;7.14;2.9;85.32;9.9;6.6
            15 Navarra, Comunidad Foral de;2022;Servicios;Mujeres;2.59;3.6;81.89;9.9;5.7
            16 País Vasco;2022;Servicios;Mujeres;11.64;2.6;72.68;8.5;7.5
            17 Rioja, La;2022;Servicios;Mujeres;7.40;2.8;78.54;5.7;7.6
            18 Ceuta;2022;Servicios;Mujeres;0.00;3.5;60.56;21.6;3.9
            19 Melilla;2022;Servicios;Mujeres;67.01;3.8;84.67;15.2;7.3
            01 Andalucía;2022;Sectores desconocidos o no especificados;Mujeres;59.31;3.2;18.05;8.4;1.0
            02 Aragón;2022;Sectores desconocidos o no especificados;Mujeres;27.07;2.5;32.87;7.8;0.1
            03 Asturias, Principado de;2022;Sectores desconocidos o no especificados;Mujeres;..;4.7;0.00;9.3;..
            04 Balears, Illes;2022;Sectores desconocidos o no especificados;Mujeres;0.00;2.1;5.32;7.5;0.8
            05 Canarias;2022;Sectores desconocidos o no especificados;Mujeres;0.62;3.1;25.49;6.5;0.6
            06 Cantabria;2022;Sectores desconocidos o no especificados;Mujeres;..;4.0;0.00;10.9;0.0
            07 Castilla y León;2022;Sectores desconocidos o no especificados;Mujeres;15.56;4.0;26.14;8.4;0.5
            08 Castilla - La Mancha;2022;Sectores desconocidos o no especificados;Mujeres;37.85;2.4;16.04;7.9;0.5
            09 Cataluña;2022;Sectores desconocidos o no especificados;Mujeres;29.06;2.3;11.30;6.5;0.1
            10 Comunitat Valenciana;2022;Sectores desconocidos o no especificados;Mujeres;63.67;5.0;18.26;7.1;0.3
            11 Extremadura;2022;Sectores desconocidos o no especificados;Mujeres;39.22;2.8;5.34;9.4;..
            12 Galicia;2022;Sectores desconocidos o no especificados;Mujeres;0.00;2.5;6.32;7.1;0.1
            13 Madrid, Comunidad de;2022;Sectores desconocidos o no especificados;Mujeres;16.60;3.1;22.59;5.5;0.1
            14 Murcia, Región de;2022;Sectores desconocidos o no especificados;Mujeres;56.26;3.8;19.13;7.9;..
            15 Navarra, Comunidad Foral de;2022;Sectores desconocidos o no especificados;Mujeres;48.76;3.1;55.57;8.6;0.5
            16 País Vasco;2022;Sectores desconocidos o no especificados;Mujeres;0.00;3.0;7.91;9.0;0.0
            17 Rioja, La;2022;Sectores desconocidos o no especificados;Mujeres;18.82;4.0;23.32;6.2;1.6
            18 Ceuta;2022;Sectores desconocidos o no especificados;Mujeres;0.00;5.2;6.03;13.9;0.6
            19 Melilla;2022;Sectores desconocidos o no especificados;Mujeres;14.54;4.2;32.11;15.0;2.0
            01 Andalucía;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;32.26;3.7;38.56;8.6;22.6
            02 Aragón;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;13.50;2.9;36.49;7.6;19.9
            03 Asturias, Principado de;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;16.93;2.1;28.24;8.5;17.6
            04 Balears, Illes;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;18.17;4.1;45.72;8.8;27.3
            05 Canarias;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;29.13;2.1;39.47;6.2;27.3
            06 Cantabria;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;21.68;2.0;31.64;7.9;19.3
            07 Castilla y León;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;18.14;3.3;30.48;9.4;21.5
            08 Castilla - La Mancha;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;27.73;2.4;40.36;7.1;29.5
            09 Cataluña;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;19.74;2.4;39.82;6.8;20.7
            10 Comunitat Valenciana;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;25.50;3.9;39.51;8.3;23.9
            11 Extremadura;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;32.49;2.0;37.77;11.4;20.6
            12 Galicia;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;16.76;3.4;29.13;9.0;20.6
            13 Madrid, Comunidad de;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;16.71;3.2;41.65;8.0;24.4
            14 Murcia, Región de;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;26.36;3.3;41.03;6.4;24.0
            15 Navarra, Comunidad Foral de;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;14.13;4.4;31.74;7.6;18.0
            16 País Vasco;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;19.31;2.7;29.97;9.5;12.8
            17 Rioja, La;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;23.31;1.6;39.52;6.2;20.7
            18 Ceuta;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;39.21;3.3;40.21;19.5;18.5
            19 Melilla;2021;Formación general, formación básica de adultos y habilidades personales;Mujeres;28.18;9.7;51.82;9.7;30.9
            01 Andalucía;2021;Educación;Mujeres;17.16;2.9;68.29;9.3;3.6
            02 Aragón;2021;Educación;Mujeres;6.41;2.5;68.88;4.4;2.9
            03 Asturias, Principado de;2021;Educación;Mujeres;6.13;4.0;74.64;10.0;3.6
            04 Balears, Illes;2021;Educación;Mujeres;9.78;1.7;87.55;7.9;1.2
            05 Canarias;2021;Educación;Mujeres;26.03;3.2;67.24;5.7;2.9
            06 Cantabria;2021;Educación;Mujeres;8.34;3.1;62.22;9.8;3.5
            07 Castilla y León;2021;Educación;Mujeres;5.45;4.3;64.18;7.0;3.0
            08 Castilla - La Mancha;2021;Educación;Mujeres;9.29;3.0;73.60;8.2;4.5
            09 Cataluña;2021;Educación;Mujeres;4.34;2.7;75.25;7.0;1.4
            10 Comunitat Valenciana;2021;Educación;Mujeres;11.97;2.6;71.75;7.3;2.9
            11 Extremadura;2021;Educación;Mujeres;12.58;3.9;73.05;6.8;8.7
            12 Galicia;2021;Educación;Mujeres;7.96;3.3;67.44;6.6;3.5
            13 Madrid, Comunidad de;2021;Educación;Mujeres;12.18;3.4;69.12;6.7;2.5
            14 Murcia, Región de;2021;Educación;Mujeres;9.54;3.1;70.37;7.2;4.8
            15 Navarra, Comunidad Foral de;2021;Educación;Mujeres;4.20;3.4;72.87;8.8;3.2
            16 País Vasco;2021;Educación;Mujeres;6.87;3.5;79.74;8.2;3.7
            17 Rioja, La;2021;Educación;Mujeres;0.00;3.5;64.17;7.5;4.1
            18 Ceuta;2021;Educación;Mujeres;0.00;3.1;66.25;24.7;13.4
            19 Melilla;2021;Educación;Mujeres;0.00;1.2;64.17;11.2;6.9
            01 Andalucía;2021;Artes, humanidades y lenguas;Mujeres;16.14;2.0;64.10;3.6;5.7
            02 Aragón;2021;Artes, humanidades y lenguas;Mujeres;6.84;1.6;66.01;4.8;3.1
            03 Asturias, Principado de;2021;Artes, humanidades y lenguas;Mujeres;17.13;3.2;73.26;3.3;2.8
            04 Balears, Illes;2021;Artes, humanidades y lenguas;Mujeres;5.88;4.3;84.59;6.8;4.6
            05 Canarias;2021;Artes, humanidades y lenguas;Mujeres;22.67;2.8;68.63;5.8;4.1
            06 Cantabria;2021;Artes, humanidades y lenguas;Mujeres;7.66;1.5;66.59;3.0;3.0
            07 Castilla y León;2021;Artes, humanidades y lenguas;Mujeres;15.82;2.0;65.27;2.7;3.3
            08 Castilla - La Mancha;2021;Artes, humanidades y lenguas;Mujeres;9.91;1.7;85.53;3.4;2.8
            09 Cataluña;2021;Artes, humanidades y lenguas;Mujeres;6.27;3.6;80.14;5.3;4.8
            10 Comunitat Valenciana;2021;Artes, humanidades y lenguas;Mujeres;11.98;3.6;68.75;4.9;5.2
            11 Extremadura;2021;Artes, humanidades y lenguas;Mujeres;32.26;1.2;80.67;2.3;3.0
            12 Galicia;2021;Artes, humanidades y lenguas;Mujeres;15.64;2.3;65.35;4.0;5.0
            13 Madrid, Comunidad de;2021;Artes, humanidades y lenguas;Mujeres;9.36;2.7;67.06;3.6;3.5
            14 Murcia, Región de;2021;Artes, humanidades y lenguas;Mujeres;6.82;2.0;68.35;2.9;3.2
            15 Navarra, Comunidad Foral de;2021;Artes, humanidades y lenguas;Mujeres;0.00;2.4;70.63;3.2;4.4
            16 País Vasco;2021;Artes, humanidades y lenguas;Mujeres;14.49;2.6;76.96;5.2;2.9
            17 Rioja, La;2021;Artes, humanidades y lenguas;Mujeres;43.83;0.5;69.06;2.3;4.9
            18 Ceuta;2021;Artes, humanidades y lenguas;Mujeres;0.00;..;100.00;..;4.1
            19 Melilla;2021;Artes, humanidades y lenguas;Mujeres;63.99;0.0;100.00;8.2;6.4
            01 Andalucía;2021;Ciencias sociales, periodismo y documentación;Mujeres;18.40;1.9;79.74;3.8;2.5
            02 Aragón;2021;Ciencias sociales, periodismo y documentación;Mujeres;4.78;2.7;87.00;4.6;1.2
            03 Asturias, Principado de;2021;Ciencias sociales, periodismo y documentación;Mujeres;8.82;1.7;79.89;4.8;3.9
            04 Balears, Illes;2021;Ciencias sociales, periodismo y documentación;Mujeres;8.35;1.7;73.88;7.2;2.6
            05 Canarias;2021;Ciencias sociales, periodismo y documentación;Mujeres;26.68;2.5;89.53;4.7;2.3
            06 Cantabria;2021;Ciencias sociales, periodismo y documentación;Mujeres;0.00;1.6;70.35;3.1;1.2
            07 Castilla y León;2021;Ciencias sociales, periodismo y documentación;Mujeres;16.42;2.2;77.15;4.2;1.6
            08 Castilla - La Mancha;2021;Ciencias sociales, periodismo y documentación;Mujeres;16.48;0.6;81.14;3.5;1.5
            09 Cataluña;2021;Ciencias sociales, periodismo y documentación;Mujeres;6.17;2.1;89.74;6.7;2.6
            10 Comunitat Valenciana;2021;Ciencias sociales, periodismo y documentación;Mujeres;8.00;2.2;84.96;4.6;2.8
            11 Extremadura;2021;Ciencias sociales, periodismo y documentación;Mujeres;6.81;0.7;69.58;2.5;4.5
            12 Galicia;2021;Ciencias sociales, periodismo y documentación;Mujeres;12.49;1.8;81.64;3.6;3.3
            13 Madrid, Comunidad de;2021;Ciencias sociales, periodismo y documentación;Mujeres;18.60;3.2;72.41;4.6;2.6
            14 Murcia, Región de;2021;Ciencias sociales, periodismo y documentación;Mujeres;8.54;1.7;72.91;3.5;2.9
            15 Navarra, Comunidad Foral de;2021;Ciencias sociales, periodismo y documentación;Mujeres;10.77;2.4;80.46;5.2;4.1
            16 País Vasco;2021;Ciencias sociales, periodismo y documentación;Mujeres;3.67;1.6;82.59;4.3;1.4
            17 Rioja, La;2021;Ciencias sociales, periodismo y documentación;Mujeres;0.00;2.5;63.37;3.0;1.3
            18 Ceuta;2021;Ciencias sociales, periodismo y documentación;Mujeres;0.00;0.0;100.00;4.7;..
            19 Melilla;2021;Ciencias sociales, periodismo y documentación;Mujeres;..;0.0;..;1.4;3.1
            01 Andalucía;2021; Negocios, administración y derecho;Mujeres;20.77;2.2;70.08;4.6;17.9
            02 Aragón;2021; Negocios, administración y derecho;Mujeres;8.36;1.9;80.21;4.3;15.9
            03 Asturias, Principado de;2021; Negocios, administración y derecho;Mujeres;11.25;3.1;71.43;4.9;11.2
            04 Balears, Illes;2021; Negocios, administración y derecho;Mujeres;18.11;2.5;74.50;6.2;16.0
            05 Canarias;2021; Negocios, administración y derecho;Mujeres;14.73;1.8;69.38;4.8;15.9
            06 Cantabria;2021; Negocios, administración y derecho;Mujeres;4.58;2.2;69.68;3.5;19.2
            07 Castilla y León;2021; Negocios, administración y derecho;Mujeres;15.38;1.7;78.71;3.9;13.3
            08 Castilla - La Mancha;2021; Negocios, administración y derecho;Mujeres;15.51;1.1;78.07;3.8;12.7
            09 Cataluña;2021; Negocios, administración y derecho;Mujeres;11.37;2.4;85.19;5.8;16.0
            10 Comunitat Valenciana;2021; Negocios, administración y derecho;Mujeres;14.21;2.2;74.78;4.9;17.4
            11 Extremadura;2021; Negocios, administración y derecho;Mujeres;17.83;0.6;76.27;3.4;15.3
            12 Galicia;2021; Negocios, administración y derecho;Mujeres;12.28;1.3;78.68;4.4;13.8
